Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Mohr_1_1_Ctrl Spectral Count	Mohr_1_2_Ctrl Spectral Count	Mohr_1_3_Ctrl Spectral Count	Mohr_2_1_CBN375 Spectral Count	Mohr_2_2_CBN375 Spectral Count	Mohr_2_3_CBN375 Spectral Count	Mohr_3_1_CBN550 Spectral Count	Mohr_3_2_CBN550 Spectral Count	Mohr_3_3_CBN550 Spectral Count	Mohr_4_1_CBN772 Spectral Count	Mohr_4_2_CBN772 Spectral Count	Mohr_4_3_CBN772 Spectral Count	Mohr_5_1_ASHRAE Spectral Count	Mohr_5_2_ASHRAE Spectral Count	Mohr_5_3_ASHRAE Spectral Count	Mohr_6_1_A2FINE Spectral Count	Mohr_6_2_A2FINE Spectral Count	Mohr_6_3_A2FINE Spectral Count	Mohr_1_1_Ctrl Intensity	Mohr_1_2_Ctrl Intensity	Mohr_1_3_Ctrl Intensity	Mohr_2_1_CBN375 Intensity	Mohr_2_2_CBN375 Intensity	Mohr_2_3_CBN375 Intensity	Mohr_3_1_CBN550 Intensity	Mohr_3_2_CBN550 Intensity	Mohr_3_3_CBN550 Intensity	Mohr_4_1_CBN772 Intensity	Mohr_4_2_CBN772 Intensity	Mohr_4_3_CBN772 Intensity	Mohr_5_1_ASHRAE Intensity	Mohr_5_2_ASHRAE Intensity	Mohr_5_3_ASHRAE Intensity	Mohr_6_1_A2FINE Intensity	Mohr_6_2_A2FINE Intensity	Mohr_6_3_A2FINE Intensity	Indistinguishable Proteins
sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Calmodulin-1 	1.0000	0.9990	10	387	0	387	19	19	19	18	23	17	31	29	25	24	30	19	20	19	22	18	17	18	72739408	38413040	41922486	55862223	56026683	38813638	328990496	177030281	143414932	95567015	85515992	55378466	72164766	45208811	51910248	93038069	92934534	85514154	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN	
sp|P10124|SRGN_HUMAN	P10124	SRGN_HUMAN	SRGN	158	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Serglycin 	1.0000	0.9990	3	27	27	27	2	2	3	3	1	2	1	1	1	2	2	0	2	2	1	0	0	2	4845252	10647608	1001993	4518263	4887243	5179197	2194111	1139572	1668876	12014554	10258109	     0	605591	4869818	276365	     0	     0	822792		
sp|P10321|HLAC_HUMAN	P10321	HLAC_HUMAN	HLA-C	366	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	HLA class I histocompatibility antigen, C alpha chain 	1.0000	0.9990	9	86	32	86	6	4	8	4	3	3	2	2	2	4	5	6	8	6	7	8	4	4	2157785	1005370	1396410	1793368	1231277	1129392	1926247	924150	970027	1734447	1876678	1418748	2415050	1493465	1406496	2536098	1217226	1332176		
sp|P10515|ODP2_HUMAN	P10515	ODP2_HUMAN	DLAT	647	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial 	1.0000	0.9990	4	12	12	12	0	0	2	1	0	1	0	0	0	1	0	1	2	2	1	1	0	0	     0	     0	341016	286870	     0	441978	     0	     0	     0	356643	     0	226777	658966	581165	337316	146345	     0	     0		
sp|P10586|PTPRF_HUMAN	P10586	PTPRF_HUMAN	PTPRF	1907	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase F 	1.0000	0.9990	10	39	39	39	2	1	2	4	2	2	1	1	1	3	2	2	6	3	2	2	1	2	2406762	106431	1480354	887814	1188990	336960	291512	282058	299030	362655	417550	590387	4971581	733877	255533	216596	171318	307076		
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Thioredoxin 	1.0000	0.9990	7	220	220	220	18	20	20	18	12	16	1	2	1	14	18	15	17	19	18	3	5	3	21689344	12895588	13755623	23486516	18882352	13470104	168833	1198315	414728	24784081	22631365	17360756	19771739	13903131	14198955	10154973	5867860	7237124		
sp|P10636|TAU_HUMAN	P10636	TAU_HUMAN	MAPT	758	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Microtubule-associated protein tau 	1.0000	0.9984	2	3	3	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	833820	267869	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P10644|KAP0_HUMAN	P10644	KAP0_HUMAN	PRKAR1A	381	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	cAMP-dependent protein kinase type I-alpha regulatory subunit 	1.0000	0.9990	2	20	20	20	0	0	1	2	1	2	2	2	1	1	2	0	2	2	2	0	0	0	     0	     0	121143	617632	292505	315407	428671	283684	260608	326333	392007	     0	549515	387887	475957	     0	     0	     0		
sp|P10645|CMGA_HUMAN	P10645	CMGA_HUMAN	CHGA	457	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Chromogranin-A 	1.0000	0.9990	5	125	125	125	9	9	11	10	10	10	0	2	2	10	9	11	9	10	9	1	1	2	26596667	20947451	24413911	36339026	25109706	19979291	     0	930820	1128494	32672122	30052522	24121042	30668578	20126146	22757333	272496	609674	1082324		
sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	60 kDa heat shock protein, mitochondrial 	1.0000	0.9990	12	91	91	91	6	6	6	6	7	5	1	4	2	6	5	9	4	5	10	3	3	3	2225938	1037965	1290143	2705427	2310459	891631	420637	11372573	9095617	2711321	2731420	1504655	2453248	1508735	9246722	2121885	1567736	1551067		
sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Clusterin 	1.0000	0.9990	2	12	12	12	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	2	1	2	     0	     0	     0	     0	     0	     0	762102	186274	685105	     0	     0	     0	     0	     0	     0	499925	168164	374522		
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP 	1.0000	0.9990	38	1045	940	1045	65	65	63	70	67	64	26	28	24	77	82	75	78	78	82	32	37	32	36382614	18933780	19694537	47803409	42958469	24612600	71385436	38493196	44575688	55223470	47081494	31400643	57457734	32889799	35889028	38204110	30092774	30625052		
sp|P11047|LAMC1_HUMAN	P11047	LAMC1_HUMAN	LAMC1	1609	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Laminin subunit gamma-1 	1.0000	0.9990	14	71	71	71	4	4	4	6	3	4	3	3	0	6	3	5	7	4	7	2	3	3	1404560	612568	1022368	1640895	985478	954538	1195681	642668	     0	1460239	1692732	1131650	2338556	1430337	1609705	420927	409663	358848		
sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Heat shock cognate 71 kDa protein 	1.0000	0.9990	31	710	553	797	48	42	43	50	44	51	11	13	13	58	57	56	57	54	61	20	17	15	31888820	18226864	20112648	44456579	44376730	25899200	44158747	20600886	22570911	59555049	54421943	34893147	53390373	35217159	45936186	29853103	20063412	23043723		
sp|P11413|G6PD_HUMAN	P11413	G6PD_HUMAN	G6PD	515	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Glucose-6-phosphate 1-dehydrogenase 	1.0000	0.9990	7	36	36	36	1	1	3	3	2	2	1	1	2	1	2	3	4	4	4	0	1	1	344521	140615	644004	890487	705303	488815	1264110	742442	1117116	723412	790428	824467	1360713	1004683	957826	     0	384748	448867		
sp|P11940|PABP1_HUMAN	P11940	PABP1_HUMAN	PABPC1	636	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Polyadenylate-binding protein 1 	1.0000	0.9990	13	86	17	86	6	4	4	5	6	5	1	1	0	9	8	8	9	9	9	1	1	0	1778117	1213045	971295	2321980	2460764	1554867	508990	     0	     0	2874616	2770178	2810159	2827165	2750456	2964728	796230	682183	     0		
sp|P12004|PCNA_HUMAN	P12004	PCNA_HUMAN	PCNA	261	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Proliferating cell nuclear antigen 	1.0000	0.9990	7	29	29	29	1	2	0	2	3	1	0	1	0	4	3	4	3	3	2	0	0	0	304765	402368	     0	609910	1150183	309357	     0	499624	     0	1532809	1644923	1178892	935898	1034619	586517	     0	     0	     0		
sp|P12081|HARS1_HUMAN	P12081	HARS1_HUMAN	HARS1	509	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Histidine--tRNA ligase, cytoplasmic 	1.0000	0.9990	9	52	38	52	3	1	3	4	2	2	2	3	2	6	4	5	4	3	3	1	2	2	2037989	939808	1490288	953961	422548	359027	1728919	951725	1403322	1012016	1072199	3066816	3076709	2425788	507263	325482	613714	3034466		
sp|P12270|TPR_HUMAN	P12270	TPR_HUMAN	TPR	2363	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Nucleoprotein TPR 	1.0000	0.9990	16	91	91	91	9	5	8	7	5	5	0	0	0	4	8	7	11	8	7	2	3	2	933018	1339658	998080	1568492	1154716	861982	     0	     0	     0	829162	5725452	1106812	2591282	1143724	2288787	763853	476081	818151		
sp|P12277|KCRB_HUMAN	P12277	KCRB_HUMAN	CKB	381	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Creatine kinase B-type 	1.0000	0.9990	10	150	150	150	14	12	11	9	12	10	2	2	2	11	11	10	11	14	11	2	3	3	4701656	2563280	3031389	4598030	3877372	3072458	1278531	2108600	664552	5059845	4570594	3746566	5799907	4204042	5806106	3073198	3117575	2687017		
sp|P12429|ANXA3_HUMAN	P12429	ANXA3_HUMAN	ANXA3	323	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Annexin A3 	1.0000	0.9990	5	12	12	12	0	0	0	0	0	0	0	0	0	3	4	2	1	1	1	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	941351	795030	1482465	222208	216091	183870	     0	     0	     0		
sp|P12532|KCRU_HUMAN	P12532	KCRU_HUMAN	CKMT1B	417	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Creatine kinase U-type, mitochondrial 	1.0000	0.9990	3	24	12	24	1	1	2	3	3	1	0	0	0	3	3	2	1	1	3	0	0	0	277330	247016	345775	1305607	1517545	365022	     0	     0	     0	1785201	1518331	1228871	366331	351206	1409468	     0	     0	     0		
sp|P12814|ACTN1_HUMAN	P12814	ACTN1_HUMAN	ACTN1	892	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Alpha-actinin-1 	1.0000	0.9990	47	315	258	562	19	18	16	24	22	16	9	9	8	24	27	24	28	25	21	9	9	7	14183590	6636992	15197703	28568517	24984852	11797609	14010388	6848668	8244068	17909014	22603134	12772885	12354822	8134774	18195184	7976058	5088515	7583722		
sp|P12830|CADH1_HUMAN	P12830	CADH1_HUMAN	CDH1	882	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Cadherin-1 	1.0000	0.9990	8	47	47	47	4	3	2	2	3	3	2	3	3	2	4	3	3	2	4	1	2	1	1090684	319997	428416	269901	431876	481430	891728	491565	924234	669589	1457893	609878	643053	362606	895175	811873	727094	125474		
sp|P12955|PEPD_HUMAN	P12955	PEPD_HUMAN	PEPD	493	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Xaa-Pro dipeptidase 	1.0000	0.9990	3	16	16	16	2	1	2	1	1	1	0	1	0	1	0	1	1	2	2	0	0	0	478065	255619	455640	759164	251083	238222	     0	261877	     0	1156352	     0	468323	328007	531209	804195	     0	     0	     0		
sp|P12956|XRCC6_HUMAN	P12956	XRCC6_HUMAN	XRCC6	609	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	X-ray repair cross-complementing protein 6 	1.0000	0.9990	2	10	10	10	0	0	0	1	1	1	0	0	0	2	2	0	1	1	1	0	0	0	     0	     0	     0	202213	223451	124375	     0	     0	     0	330202	360810	     0	181549	169864	 99410	     0	     0	     0		
sp|P13473|LAMP2_HUMAN	P13473	LAMP2_HUMAN	LAMP2	410	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Lysosome-associated membrane glycoprotein 2 	1.0000	0.9990	3	30	30	30	1	2	3	2	2	1	1	1	2	2	2	1	3	3	3	1	0	0	876250	925582	1930441	2933286	1707238	987625	3067575	2815100	3626660	2107409	1816232	1183265	1818252	1666169	845572	1522387	     0	     0		
sp|P13521|SCG2_HUMAN	P13521	SCG2_HUMAN	SCG2	617	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Secretogranin-2 	1.0000	0.9990	11	296	296	296	18	17	16	17	20	16	18	19	16	16	16	15	16	12	15	18	16	15	36891268	19492916	20285804	42684198	32485835	15275305	191560862	103220986	117191158	37945788	35277390	20605035	32786673	22229976	18135480	88725290	63302629	76046796		
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Elongation factor 2 	1.0000	0.9990	32	334	325	334	21	23	19	24	23	24	6	9	5	25	29	27	26	27	22	8	9	7	5325899	2169671	2441557	8917638	5254158	4040744	6082935	30625478	3276313	8852534	9148088	5129532	5208381	3640257	3963190	5044100	4130240	4662387		
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10 	1.0000	0.9990	22	409	382	409	34	36	31	40	39	37	3	1	4	28	20	19	38	29	31	7	5	7	15573024	5884777	8492214	18505128	12919320	8815229	13991210	1214522	8106058	6168286	5804343	4908254	8430848	4977111	5283956	6709384	4310913	4900770		
sp|P13647|K2C5_HUMAN	P13647	K2C5_HUMAN	KRT5	590	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 5 	1.0000	0.9990	14	33	32	105	5	2	3	3	3	2	2	3	3	0	1	1	1	1	3	0	0	0	5701094	4215153	5416070	6392656	4107939	3797463	7000371	3474716	4679990	5045828	4189576	3128015	4792050	4592669	3678148	2237527	2317353	1777824		
sp|P13667|PDIA4_HUMAN	P13667	PDIA4_HUMAN	PDIA4	645	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A4 	1.0000	0.9990	10	83	83	83	9	6	5	5	6	4	3	2	2	5	7	5	7	7	5	2	1	2	4382005	19960782	21458388	2042166	9469296	1373871	4760159	1583562	1974330	3150933	4699756	5579410	5774978	48576397	1582100	223110	747076	1009449		
sp|P13693|TCTP_HUMAN	P13693	TCTP_HUMAN	TPT1	172	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Translationally-controlled tumor protein 	1.0000	0.9990	6	65	49	65	7	5	6	3	3	4	2	2	2	6	5	3	3	4	4	2	2	2	4450694	1990204	2898675	3206503	2655776	1958602	2948816	1211849	1441922	5181089	4840819	2639735	4866744	2413519	3103673	2289584	1790140	2593935		
sp|P13716|HEM2_HUMAN	P13716	HEM2_HUMAN	ALAD	330	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Delta-aminolevulinic acid dehydratase 	1.0000	0.9990	2	12	12	12	0	1	2	2	1	1	0	0	0	1	0	2	0	1	1	0	0	0	     0	225551	404278	822205	493520	229639	     0	     0	     0	524305	     0	673224	     0	279756	369347	     0	     0	     0		
sp|P13796|PLSL_HUMAN	P13796	PLSL_HUMAN	LCP1	627	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Plastin-2 	1.0000	0.9990	19	232	161	232	14	14	14	19	16	16	10	11	9	18	17	15	16	16	11	4	5	7	4335660	3260787	3349344	7009667	5759680	5115999	12925744	9079840	9892204	7637319	7679159	4339947	5515716	5551062	5907871	5314618	3895811	5067885		
sp|P13797|PLST_HUMAN	P13797	PLST_HUMAN	PLS3	630	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Plastin-3 	1.0000	0.9990	16	80	80	151	4	3	5	4	7	5	5	2	5	7	7	6	6	5	5	2	1	1	4961486	3793241	3648443	7821328	7059154	6514644	8353891	6036903	6741205	9567643	9729136	5456518	7528553	7681750	7942532	3865013	2694562	3566844		
sp|P13798|ACPH_HUMAN	P13798	ACPH_HUMAN	APEH	732	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Acylamino-acid-releasing enzyme 	1.0000	0.9984	3	7	7	7	0	0	0	0	0	0	0	0	0	1	2	1	1	0	2	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	246275	560136	276795	432936	     0	609313	     0	     0	     0		
sp|P13929|ENOB_HUMAN	P13929	ENOB_HUMAN	ENO3	434	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Beta-enolase 	1.0000	0.9990	8	57	57	285	4	4	3	6	5	5	0	0	0	4	5	3	5	5	6	1	1	0	13862276	15821796	14651689	45614948	19897628	16146576	3294582	523222	2352961	24241792	27891268	26630780	29328436	21903466	27657357	3441430	3475525	1600664		
sp|P14136|GFAP_HUMAN	P14136	GFAP_HUMAN	GFAP	432	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Glial fibrillary acidic protein 	1.0000	0.9990	7	15	15	37	3	1	1	2	1	1	0	2	1	0	1	0	0	0	0	1	0	1	3857298	4108531	4599129	7439700	7067579	5607166	3480535	391370	230384	3373921	3684586	3757447	3001437	1876028	2864690	493745	     0	558956		
sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Macrophage migration inhibitory factor 	1.0000	0.9990	2	43	43	43	1	1	4	5	3	4	0	0	0	4	5	5	3	3	5	0	0	0	5766230	2411662	5681001	11767001	10271559	6984104	     0	     0	     0	17731548	16910467	10210808	16321198	12238608	12630316	     0	     0	     0		
sp|P14314|GLU2B_HUMAN	P14314	GLU2B_HUMAN	PRKCSH	528	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Glucosidase 2 subunit beta 	1.0000	0.9990	11	104	104	104	10	7	10	7	6	7	0	1	3	7	6	8	10	5	7	4	3	3	7270463	4948691	4487061	12207875	3629234	3361018	     0	3322548	5740406	9130443	3609815	4506577	10398117	4974359	4366712	8549826	4092243	6695870		
sp|P14324|FPPS_HUMAN	P14324	FPPS_HUMAN	FDPS	419	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Farnesyl pyrophosphate synthase 	1.0000	0.9990	5	17	17	17	0	1	0	2	0	0	0	0	0	3	1	3	3	2	2	0	0	0	     0	264378	     0	2781796	     0	     0	     0	     0	     0	2059302	1566889	797747	1400120	884898	995045	     0	     0	     0		
sp|P14550|AK1A1_HUMAN	P14550	AK1A1_HUMAN	AKR1A1	325	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member A1 	1.0000	0.9990	8	100	84	100	8	6	7	8	8	6	1	1	1	8	7	6	9	7	7	4	3	3	4432625	2626168	2836272	7616586	7372435	3579506	2342799	1428856	1249314	7597876	9891347	5085975	9009237	5156770	5770200	5696774	4220804	6401822		
sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Pyruvate kinase PKM 	1.0000	0.9990	30	476	450	476	31	34	31	37	35	34	10	14	15	35	35	35	33	29	33	12	10	13	9324506	5882527	6066000	13203289	11978119	6544159	30526903	17848373	15829234	10465706	10869436	6914130	15891886	7226160	9223442	11221417	8250787	14225751		
sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Endoplasmin 	1.0000	0.9990	34	382	301	382	28	22	23	22	32	22	16	14	15	27	21	26	28	26	22	13	11	14	20858024	6651288	7261759	13964635	16306092	8365144	16229938	9366976	10003870	16545114	14886669	12229217	17919595	11265252	13888500	13222187	7385611	11436436		
sp|P14866|HNRPL_HUMAN	P14866	HNRPL_HUMAN	HNRNPL	589	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein L 	1.0000	0.9990	2	35	35	35	2	2	2	2	1	2	2	2	2	2	1	2	2	2	3	2	2	2	1372678	553264	869414	1576469	943950	671368	2707172	1422083	1498347	1805092	1211007	1036897	1825006	1064104	1380518	2145085	1453427	993469		
sp|P15121|ALDR_HUMAN	P15121	ALDR_HUMAN	AKR1B1	316	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member B1 	1.0000	0.9990	4	79	64	79	4	8	4	6	6	6	0	0	0	7	7	8	7	7	7	1	1	0	8526726	4269350	3977105	9672502	9095716	4135171	     0	     0	     0	10762750	10548703	6485055	12974609	5784450	7095047	572202	     0	     0		
sp|P15151|PVR_HUMAN	P15151	PVR_HUMAN	PVR	417	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Poliovirus receptor 	1.0000	0.9990	5	17	17	17	3	2	1	0	0	1	0	0	0	0	1	0	1	2	1	1	2	2	1192131	356565	382224	     0	     0	175864	     0	     0	     0	     0	943948	     0	737234	1370171	786205	810361	1239586	1788828		
sp|P15291|B4GT1_HUMAN	P15291	B4GT1_HUMAN	B4GALT1	398	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Beta-1,4-galactosyltransferase 1 	1.0000	0.9990	4	43	27	43	1	0	3	3	4	3	1	1	1	5	3	5	2	4	4	1	1	1	171471	     0	991386	2194446	1753217	1367775	1748195	1317434	1485389	1675425	1619038	1338575	944732	1938753	2106453	637072	720623	885581		
sp|P15311|EZRI_HUMAN	P15311	EZRI_HUMAN	EZR	586	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ezrin 	1.0000	0.9990	22	165	165	294	12	12	9	10	10	9	5	5	5	12	13	12	11	12	14	5	4	5	8210254	6246733	7236046	11399939	11888050	10494087	14846721	9321027	8138812	16557049	14676654	14618640	15171008	13381113	15637223	7856670	5458688	7193513		
sp|P15374|UCHL3_HUMAN	P15374	UCHL3_HUMAN	UCHL3	230	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase isozyme L3 	1.0000	0.9990	4	54	54	54	4	4	3	4	3	4	2	1	2	4	3	5	4	3	3	1	2	2	7024383	4555473	875204	7877592	647341	2980309	1261416	683899	6899308	2441365	22596090	9857244	2203812	8728711	2138576	560871	11810359	7752253		
sp|P15514|AREG_HUMAN	P15514	AREG_HUMAN	AREG	252	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Amphiregulin 	1.0000	0.9990	3	4	4	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	     0	125644	     0	     0	     0	1543318	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P15531|NDKA_HUMAN	P15531	NDKA_HUMAN	NME1	152	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Nucleoside diphosphate kinase A 	1.0000	0.9990	10	65	65	237	4	4	4	4	4	4	0	1	1	6	5	7	6	5	6	1	1	2	33657954	19733334	23965358	49392385	46589874	23701666	80644740	47166791	44103612	50517502	64757054	35449955	52960877	35230566	35491461	49028271	46519921	63817358		
sp|P15586|GNS_HUMAN	P15586	GNS_HUMAN	GNS	552	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	N-acetylglucosamine-6-sulfatase 	1.0000	0.9990	6	64	64	64	5	5	6	4	3	5	3	2	3	3	4	3	3	3	4	3	2	3	2095726	1661340	1690619	2257336	2042148	1616027	4323386	2849654	3250242	2886299	2133769	1808896	2762502	1793619	2368064	2784661	2026858	2093349		
sp|P15880|RS2_HUMAN	P15880	RS2_HUMAN	RPS2	293	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S2 	1.0000	0.9990	3	6	6	6	0	0	0	1	0	0	0	0	0	0	2	2	0	1	0	0	0	0	     0	     0	     0	125503	     0	     0	     0	     0	     0	     0	442132	699988	     0	177794	     0	     0	     0	     0		
sp|P16035|TIMP2_HUMAN	P16035	TIMP2_HUMAN	TIMP2	220	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Metalloproteinase inhibitor 2 	1.0000	0.9990	8	156	156	156	12	13	11	10	10	9	4	3	4	12	11	10	12	10	11	5	5	4	6526591	2979550	3192218	6319726	4977431	2489799	9048493	5108381	5238055	4950682	4120650	3025799	5337463	2927138	3433058	7120728	3975992	4299101		
sp|P16070|CD44_HUMAN	P16070	CD44_HUMAN	CD44	742	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	CD44 antigen 	1.0000	0.9990	2	41	41	41	3	3	3	4	3	2	0	0	0	3	3	2	3	3	3	2	2	2	11071079	5053214	5381753	12013749	8278472	2873199	     0	     0	     0	7844496	10225206	4706348	7965347	6129953	7311804	2872336	2252595	2422908		
sp|P16298|PP2BB_HUMAN	P16298	PP2BB_HUMAN	PPP3CB	524	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform 	1.0000	0.9987	3	17	0	17	1	1	1	1	1	1	0	0	1	2	1	1	2	2	2	0	0	0	262543	144553	234083	374721	457191	262766	     0	     0	2876168	2035258	612027	420924	6366270	2303774	2380619	     0	     0	     0	sp|Q08209|PP2BA_HUMAN	
sp|P16519|NEC2_HUMAN	P16519	NEC2_HUMAN	PCSK2	638	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Neuroendocrine convertase 2 	1.0000	0.9990	6	26	26	26	1	2	2	2	2	1	0	0	0	2	3	1	6	3	1	0	0	0	1085308	858627	1718421	1283249	1364159	656712	     0	     0	     0	37854548	12212919	844004	5654463	1757695	115850	     0	     0	     0		
sp|P16870|CBPE_HUMAN	P16870	CBPE_HUMAN	CPE	476	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Carboxypeptidase E 	1.0000	0.9990	7	128	128	128	7	8	5	10	8	7	3	5	3	9	10	11	9	10	10	3	5	5	3443986	2094465	2763210	4484538	2258238	2528268	3825964	2502812	2275806	4222620	4122414	4678567	4324798	3586697	5814735	2648843	2363401	2626087		
sp|P16949|STMN1_HUMAN	P16949	STMN1_HUMAN	STMN1	149	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Stathmin 	1.0000	0.9990	13	192	158	192	9	10	12	8	7	13	13	16	16	10	10	12	9	10	10	8	9	10	15806016	10284955	12023716	16980041	14814089	8773447	62737042	34185268	41725718	17117918	18638593	11605911	14705956	9102946	11216357	23667367	18866710	27669253		
sp|P17050|NAGAB_HUMAN	P17050	NAGAB_HUMAN	NAGA	411	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Alpha-N-acetylgalactosaminidase 	1.0000	0.9987	2	6	6	6	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	267301	     0	     0	     0	     0	     0	     0	     0	     0	397484	     0	     0	     0	425610	778906	     0	     0	     0		
sp|P17096|HMGA1_HUMAN	P17096	HMGA1_HUMAN	HMGA1	107	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	High mobility group protein HMG-I/HMG-Y 	1.0000	0.9990	2	3	3	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	157367	137100	     0	     0	     0	     0	311230	     0	     0		
